void Simulation::allocateMemory(): 0.0000049400s
void Simulation::preventMoveAgainstForce(): 0.0000006100s
void Simulation::step(): 0.0016627660s
void Simulation::updateVelocity(): 0.0013628310s
void Simulation::updatePosition(): 0.0000012600s
void Simulation::preventMoveAgainstForce(): 0.0000005500s
void Simulation::step(): 0.0013896820s
void Simulation::updateVelocity(): 0.0015163140s
void Simulation::updatePosition(): 0.0000012900s
void Simulation::preventMoveAgainstForce(): 0.0000005400s
void Simulation::step(): 0.0015426340s
void Simulation::updateVelocity(): 0.0012985810s
void Simulation::updatePosition(): 0.0000013000s
void Simulation::preventMoveAgainstForce(): 0.0000005300s
void Simulation::step(): 0.0013248410s
void Simulation::updateVelocity(): 0.0013638510s
void Simulation::updatePosition(): 0.0000012400s
void Simulation::preventMoveAgainstForce(): 0.0000005100s
void Simulation::step(): 0.0013906020s
void Simulation::updateVelocity(): 0.0013495910s
void Simulation::updatePosition(): 0.0000012100s
void Simulation::preventMoveAgainstForce(): 0.0000005300s
void Simulation::step(): 0.0013766710s
void Simulation::updateVelocity(): 0.0014086320s
void Simulation::updatePosition(): 0.0000011400s
void Simulation::preventMoveAgainstForce(): 0.0000007400s
void Simulation::step(): 0.0014343920s
void Simulation::updateVelocity(): 0.0013445610s
void Simulation::updatePosition(): 0.0000012200s
void Simulation::preventMoveAgainstForce(): 0.0000007300s
void Simulation::step(): 0.0013765420s
void Simulation::updateVelocity(): 0.0013246210s
void Simulation::updatePosition(): 0.0000012300s
void Simulation::preventMoveAgainstForce(): 0.0000005900s
void Simulation::step(): 0.0013519010s
void Simulation::updateVelocity(): 0.0012990600s
void Simulation::updatePosition(): 0.0000041700s
void Simulation::preventMoveAgainstForce(): 0.0000006200s
void Simulation::step(): 0.0013242410s
void Simulation::updateVelocity(): 0.0014546930s
void Simulation::updatePosition(): 0.0000011300s
void Simulation::preventMoveAgainstForce(): 0.0000006400s
void Simulation::step(): 0.0014797030s
void Simulation::updateVelocity(): 0.0015577650s
void Simulation::updatePosition(): 0.0000015700s
void Simulation::preventMoveAgainstForce(): 0.0000006800s
void Simulation::step(): 0.0015949060s
void Simulation::updateVelocity(): 0.0013109700s
void Simulation::updatePosition(): 0.0000011700s
void Simulation::preventMoveAgainstForce(): 0.0000005700s
void Simulation::step(): 0.0013332910s
void Simulation::updateVelocity(): 0.0012747600s
void Simulation::updatePosition(): 0.0000011500s
void Simulation::preventMoveAgainstForce(): 0.0000006100s
void Simulation::step(): 0.0012969300s
void Simulation::updateVelocity(): 0.0014140420s
void Simulation::updatePosition(): 0.0000012200s
void Simulation::preventMoveAgainstForce(): 0.0000005200s
void Simulation::step(): 0.0014404230s
void Simulation::updateVelocity(): 0.0012991500s
void Simulation::updatePosition(): 0.0000012000s
void Simulation::preventMoveAgainstForce(): 0.0000005500s
void Simulation::step(): 0.0013216510s
void Simulation::updateVelocity(): 0.0013103300s
void Simulation::updatePosition(): 0.0000010900s
void Simulation::preventMoveAgainstForce(): 0.0000005400s
void Simulation::step(): 0.0013364510s
void Simulation::updateVelocity(): 0.0012965600s
void Simulation::updatePosition(): 0.0000010900s
void Simulation::preventMoveAgainstForce(): 0.0000005200s
void Simulation::step(): 0.0013213200s
void Simulation::updateVelocity(): 0.0014216630s
void Simulation::updatePosition(): 0.0000012000s
void Simulation::preventMoveAgainstForce(): 0.0000005000s
void Simulation::step(): 0.0014472130s
void Simulation::updateVelocity(): 0.0012965010s
void Simulation::updatePosition(): 0.0000012200s
void Simulation::preventMoveAgainstForce(): 0.0000005300s
void Simulation::step(): 0.0013185210s
void Simulation::updateVelocity(): 0.0012817600s
void Simulation::updatePosition(): 0.0000012800s
void Simulation::preventMoveAgainstForce(): 0.0000005300s
void Simulation::step(): 0.0013038000s
void Simulation::updateVelocity(): 0.0016311760s
void Simulation::updatePosition(): 0.0000012200s
void Simulation::preventMoveAgainstForce(): 0.0000005100s
void Simulation::step(): 0.0016574470s
void Simulation::updateVelocity(): 0.0017067360s
void Simulation::updatePosition(): 0.0000012900s
void Simulation::preventMoveAgainstForce(): 0.0000005300s
void Simulation::step(): 0.0017356670s
void Simulation::updateVelocity(): 0.0013250110s
void Simulation::updatePosition(): 0.0000010900s
void Simulation::preventMoveAgainstForce(): 0.0000005100s
void Simulation::step(): 0.0013502310s
void Simulation::updateVelocity(): 0.0012749300s
void Simulation::updatePosition(): 0.0000010900s
void Simulation::preventMoveAgainstForce(): 0.0000005100s
void Simulation::step(): 0.0012996600s
void Simulation::updateVelocity(): 0.0012870410s
void Simulation::updatePosition(): 0.0000011600s
void Simulation::preventMoveAgainstForce(): 0.0000006700s
void Simulation::step(): 0.0013121510s
void Simulation::updateVelocity(): 0.0013754820s
void Simulation::updatePosition(): 0.0000011400s
void Simulation::preventMoveAgainstForce(): 0.0000006300s
void Simulation::step(): 0.0014000420s
void Simulation::updateVelocity(): 0.0013528810s
void Simulation::updatePosition(): 0.0000011100s
void Simulation::preventMoveAgainstForce(): 0.0000005800s
void Simulation::step(): 0.0013775820s
void Simulation::updateVelocity(): 0.0012976400s
void Simulation::updatePosition(): 0.0000011600s
void Simulation::preventMoveAgainstForce(): 0.0000114400s
void Simulation::step(): 0.0013366110s
void Simulation::updateVelocity(): 0.0013472810s
void Simulation::updatePosition(): 0.0000011600s
void Simulation::preventMoveAgainstForce(): 0.0000005700s
void Simulation::step(): 0.0013695710s
void Simulation::updateVelocity(): 0.0013446720s
void Simulation::updatePosition(): 0.0000010800s
void Simulation::preventMoveAgainstForce(): 0.0000005100s
void Simulation::step(): 0.0013693820s
void Simulation::updateVelocity(): 0.0013380910s
void Simulation::updatePosition(): 0.0000011200s
void Simulation::preventMoveAgainstForce(): 0.0000005600s
void Simulation::step(): 0.0013627410s
void Simulation::updateVelocity(): 0.0012955310s
void Simulation::updatePosition(): 0.0000011100s
void Simulation::preventMoveAgainstForce(): 0.0000005300s
void Simulation::step(): 0.0013174910s
void Simulation::updateVelocity(): 0.0013662720s
void Simulation::updatePosition(): 0.0000011500s
void Simulation::preventMoveAgainstForce(): 0.0000006300s
void Simulation::step(): 0.0013919320s
void Simulation::updateVelocity(): 0.0013272710s
void Simulation::updatePosition(): 0.0000011000s
void Simulation::preventMoveAgainstForce(): 0.0000005300s
void Simulation::step(): 0.0013518210s
void Simulation::updateVelocity(): 0.0013559620s
void Simulation::updatePosition(): 0.0000011600s
void Simulation::preventMoveAgainstForce(): 0.0000005400s
void Simulation::step(): 0.0013806320s
void Simulation::updateVelocity(): 0.0013370510s
void Simulation::updatePosition(): 0.0000011100s
void Simulation::preventMoveAgainstForce(): 0.0000005100s
void Simulation::step(): 0.0013592510s
void Simulation::updateVelocity(): 0.0013450710s
void Simulation::updatePosition(): 0.0000011000s
void Simulation::preventMoveAgainstForce(): 0.0000005400s
void Simulation::step(): 0.0013703320s
void Simulation::updateVelocity(): 0.0013368810s
void Simulation::updatePosition(): 0.0000011000s
void Simulation::preventMoveAgainstForce(): 0.0000005100s
void Simulation::step(): 0.0013587310s
void Simulation::updateVelocity(): 0.0013453210s
void Simulation::updatePosition(): 0.0000011300s
void Simulation::preventMoveAgainstForce(): 0.0000009000s
void Simulation::step(): 0.0013810420s
void Simulation::updateVelocity(): 0.0013514110s
void Simulation::updatePosition(): 0.0000011500s
void Simulation::preventMoveAgainstForce(): 0.0000005400s
void Simulation::step(): 0.0013735220s
void Simulation::updateVelocity(): 0.0013078200s
void Simulation::updatePosition(): 0.0000011200s
void Simulation::preventMoveAgainstForce(): 0.0000005100s
void Simulation::step(): 0.0013295700s
void Simulation::updateVelocity(): 0.0013290010s
void Simulation::updatePosition(): 0.0000011600s
void Simulation::preventMoveAgainstForce(): 0.0000005500s
void Simulation::step(): 0.0013507720s
void Simulation::updateVelocity(): 0.0014016720s
void Simulation::updatePosition(): 0.0000011700s
void Simulation::preventMoveAgainstForce(): 0.0000005000s
void Simulation::step(): 0.0014273120s
void Simulation::updateVelocity(): 0.0013334210s
void Simulation::updatePosition(): 0.0000010700s
void Simulation::preventMoveAgainstForce(): 0.0000005200s
void Simulation::step(): 0.0013554310s
void Simulation::updateVelocity(): 0.0013766120s
void Simulation::updatePosition(): 0.0000011500s
void Simulation::preventMoveAgainstForce(): 0.0000005300s
void Simulation::step(): 0.0014022420s
void Simulation::updateVelocity(): 0.0013370010s
void Simulation::updatePosition(): 0.0000011000s
void Simulation::preventMoveAgainstForce(): 0.0000005500s
void Simulation::step(): 0.0013616710s
void Simulation::updateVelocity(): 0.0013738220s
void Simulation::updatePosition(): 0.0000011200s
void Simulation::preventMoveAgainstForce(): 0.0000005600s
void Simulation::step(): 0.0013984420s
void Simulation::updateVelocity(): 0.0013458710s
void Simulation::updatePosition(): 0.0000011300s
void Simulation::preventMoveAgainstForce(): 0.0000005400s
void Simulation::step(): 0.0013705110s
void Simulation::updateVelocity(): 0.0013128010s
void Simulation::updatePosition(): 0.0000011000s
void Simulation::preventMoveAgainstForce(): 0.0000005200s
void Simulation::step(): 0.0013383810s
void Simulation::updateVelocity(): 0.0013568010s
void Simulation::updatePosition(): 0.0000011800s
void Simulation::preventMoveAgainstForce(): 0.0000005200s
void Simulation::step(): 0.0013831110s
void Simulation::updateVelocity(): 0.0014067920s
void Simulation::updatePosition(): 0.0000011200s
void Simulation::preventMoveAgainstForce(): 0.0000005300s
void Simulation::step(): 0.0014318230s
void Simulation::updateVelocity(): 0.0013282710s
void Simulation::updatePosition(): 0.0000011200s
void Simulation::preventMoveAgainstForce(): 0.0000005600s
void Simulation::step(): 0.0013503110s
void Simulation::updateVelocity(): 0.0013214810s
void Simulation::updatePosition(): 0.0000061500s
void Simulation::preventMoveAgainstForce(): 0.0000007200s
void Simulation::step(): 0.0013485810s
void Simulation::pairDistribution(double *histogram, int size, double coef): 0.0002681440s
double Simulation::Ekin(): 0.0000041400s
double Simulation::minDistance(int idx): 0.0000006600s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000075100s
double Simulation::minDistance(int idx): 0.0000004100s
double Simulation::minDistance(int idx): 0.0000051700s
double Simulation::minDistance(int idx): 0.0000003500s
double Simulation::minDistance(int idx): 0.0000003500s
double Simulation::minDistance(int idx): 0.0000030010s
double Simulation::minDistance(int idx): 0.0000070900s
double Simulation::minDistance(int idx): 0.0000004200s
double Simulation::minDistance(int idx): 0.0000029600s
double Simulation::minDistance(int idx): 0.0000003400s
double Simulation::minDistance(int idx): 0.0000023800s
double Simulation::minDistance(int idx): 0.0000003400s
double Simulation::minDistance(int idx): 0.0000138400s
double Simulation::minDistance(int idx): 0.0000004700s
double Simulation::minDistance(int idx): 0.0000066000s
double Simulation::minDistance(int idx): 0.0000004800s
double Simulation::minDistance(int idx): 0.0000097600s
double Simulation::minDistance(int idx): 0.0000004500s
double Simulation::minDistance(int idx): 0.0000094800s
double Simulation::minDistance(int idx): 0.0000004600s
double Simulation::minDistance(int idx): 0.0000093500s
double Simulation::minDistance(int idx): 0.0000004600s
double Simulation::minDistance(int idx): 0.0000092800s
double Simulation::minDistance(int idx): 0.0000004600s
double Simulation::minDistance(int idx): 0.0000093510s
double Simulation::minDistance(int idx): 0.0000004500s
double Simulation::minDistance(int idx): 0.0000093700s
double Simulation::minDistance(int idx): 0.0000004600s
double Simulation::minDistance(int idx): 0.0000095500s
double Simulation::minDistance(int idx): 0.0000004500s
double Simulation::minDistance(int idx): 0.0000096600s
double Simulation::minDistance(int idx): 0.0000004600s
double Simulation::minDistance(int idx): 0.0000095300s
double Simulation::minDistance(int idx): 0.0000004500s
double Simulation::minDistance(int idx): 0.0000093810s
double Simulation::minDistance(int idx): 0.0000004600s
double Simulation::minDistance(int idx): 0.0000095900s
double Simulation::minDistance(int idx): 0.0000004500s
double Simulation::minDistance(int idx): 0.0000094900s
double Simulation::minDistance(int idx): 0.0000004500s
double Simulation::minDistance(int idx): 0.0000094500s
double Simulation::minDistance(int idx): 0.0000004500s
double Simulation::minDistance(int idx): 0.0000092800s
double Simulation::minDistance(int idx): 0.0000004600s
double Simulation::minDistance(int idx): 0.0000092910s
double Simulation::minDistance(int idx): 0.0000004500s
double Simulation::minDistance(int idx): 0.0000094200s
double Simulation::minDistance(int idx): 0.0000004600s
double Simulation::minDistance(int idx): 0.0000095700s
double Simulation::minDistance(int idx): 0.0000004600s
double Simulation::minDistance(int idx): 0.0000093400s
double Simulation::minDistance(int idx): 0.0000004600s
double Simulation::minDistance(int idx): 0.0000093000s
double Simulation::minDistance(int idx): 0.0000004600s
