void Simulation::allocateMemory(): 0.0000038600s
void Simulation::preventMoveAgainstForce(): 0.0000004600s
void Simulation::step(): 0.0039763170s
void Simulation::updateVelocity(): 0.0027005820s
void Simulation::updatePosition(): 0.0000008000s
void Simulation::preventMoveAgainstForce(): 0.0000002400s
void Simulation::step(): 0.0027233220s
void Simulation::updateVelocity(): 0.0027128330s
void Simulation::updatePosition(): 0.0000008100s
void Simulation::preventMoveAgainstForce(): 0.0000002400s
void Simulation::step(): 0.0027391330s
void Simulation::updateVelocity(): 0.0027189330s
void Simulation::updatePosition(): 0.0000008000s
void Simulation::preventMoveAgainstForce(): 0.0000002400s
void Simulation::step(): 0.0027452240s
void Simulation::updateVelocity(): 0.0026600110s
void Simulation::updatePosition(): 0.0000007800s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0026827420s
void Simulation::updateVelocity(): 0.0031477540s
void Simulation::updatePosition(): 0.0000008000s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0031773650s
void Simulation::updateVelocity(): 0.0026468720s
void Simulation::updatePosition(): 0.0000007900s
void Simulation::preventMoveAgainstForce(): 0.0000004200s
void Simulation::step(): 0.0026729420s
void Simulation::updateVelocity(): 0.0025807600s
void Simulation::updatePosition(): 0.0000007900s
void Simulation::preventMoveAgainstForce(): 0.0000005400s
void Simulation::step(): 0.0026121810s
void Simulation::updateVelocity(): 0.0026244710s
void Simulation::updatePosition(): 0.0000007700s
void Simulation::preventMoveAgainstForce(): 0.0000002400s
void Simulation::step(): 0.0026487920s
void Simulation::updateVelocity(): 0.0025240190s
void Simulation::updatePosition(): 0.0000007700s
void Simulation::preventMoveAgainstForce(): 0.0000002500s
void Simulation::step(): 0.0025448500s
void Simulation::updateVelocity(): 0.0025918300s
void Simulation::updatePosition(): 0.0000007700s
void Simulation::preventMoveAgainstForce(): 0.0000004300s
void Simulation::step(): 0.0026257810s
void Simulation::updateVelocity(): 0.0026432910s
void Simulation::updatePosition(): 0.0000007800s
void Simulation::preventMoveAgainstForce(): 0.0000004100s
void Simulation::step(): 0.0026683120s
void Simulation::updateVelocity(): 0.0025167490s
void Simulation::updatePosition(): 0.0000007700s
void Simulation::preventMoveAgainstForce(): 0.0000002500s
void Simulation::step(): 0.0025376200s
void Simulation::updateVelocity(): 0.0025468600s
void Simulation::updatePosition(): 0.0000008400s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0025716100s
void Simulation::updateVelocity(): 0.0025752710s
void Simulation::updatePosition(): 0.0000007600s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0025995510s
void Simulation::updateVelocity(): 0.0024987390s
void Simulation::updatePosition(): 0.0000007700s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0025198500s
void Simulation::updateVelocity(): 0.0025747200s
void Simulation::updatePosition(): 0.0000007700s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0025985000s
void Simulation::updateVelocity(): 0.0026444020s
void Simulation::updatePosition(): 0.0000007600s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0026699420s
void Simulation::updateVelocity(): 0.0025446800s
void Simulation::updatePosition(): 0.0000008300s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0025683510s
void Simulation::updateVelocity(): 0.0025835100s
void Simulation::updatePosition(): 0.0000008400s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0026076010s
void Simulation::updateVelocity(): 0.0025328100s
void Simulation::updatePosition(): 0.0000007700s
void Simulation::preventMoveAgainstForce(): 0.0000002500s
void Simulation::step(): 0.0025536000s
void Simulation::updateVelocity(): 0.0025937510s
void Simulation::updatePosition(): 0.0000007700s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0026185710s
void Simulation::updateVelocity(): 0.0025155900s
void Simulation::updatePosition(): 0.0000008300s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0025365600s
void Simulation::updateVelocity(): 0.0025915710s
void Simulation::updatePosition(): 0.0000008400s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0026172510s
void Simulation::updateVelocity(): 0.0025909910s
void Simulation::updatePosition(): 0.0000007700s
void Simulation::preventMoveAgainstForce(): 0.0000002500s
void Simulation::step(): 0.0026149410s
void Simulation::updateVelocity(): 0.0026705320s
void Simulation::updatePosition(): 0.0000007700s
void Simulation::preventMoveAgainstForce(): 0.0000004100s
void Simulation::step(): 0.0027130330s
void Simulation::updateVelocity(): 0.0025689000s
void Simulation::updatePosition(): 0.0000008400s
void Simulation::preventMoveAgainstForce(): 0.0000004000s
void Simulation::step(): 0.0025904010s
void Simulation::updateVelocity(): 0.0025940800s
void Simulation::updatePosition(): 0.0000008300s
void Simulation::preventMoveAgainstForce(): 0.0000003400s
void Simulation::step(): 0.0026182710s
void Simulation::updateVelocity(): 0.0025696900s
void Simulation::updatePosition(): 0.0000008500s
void Simulation::preventMoveAgainstForce(): 0.0000002500s
void Simulation::step(): 0.0025961810s
void Simulation::updateVelocity(): 0.0026062710s
void Simulation::updatePosition(): 0.0000007700s
void Simulation::preventMoveAgainstForce(): 0.0000003800s
void Simulation::step(): 0.0026328210s
void Simulation::updateVelocity(): 0.0026472020s
void Simulation::updatePosition(): 0.0000007600s
void Simulation::preventMoveAgainstForce(): 0.0000002500s
void Simulation::step(): 0.0026721220s
void Simulation::updateVelocity(): 0.0026580820s
void Simulation::updatePosition(): 0.0000007600s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0026825520s
void Simulation::updateVelocity(): 0.0026706420s
void Simulation::updatePosition(): 0.0000008400s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0026951220s
void Simulation::updateVelocity(): 0.0025826110s
void Simulation::updatePosition(): 0.0000007700s
void Simulation::preventMoveAgainstForce(): 0.0000003700s
void Simulation::step(): 0.0026040110s
void Simulation::updateVelocity(): 0.0026616820s
void Simulation::updatePosition(): 0.0000008500s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0026874630s
void Simulation::updateVelocity(): 0.0026036910s
void Simulation::updatePosition(): 0.0000007700s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0026244610s
void Simulation::updateVelocity(): 0.0027263330s
void Simulation::updatePosition(): 0.0000007700s
void Simulation::preventMoveAgainstForce(): 0.0000002500s
void Simulation::step(): 0.0027513430s
void Simulation::updateVelocity(): 0.0025956610s
void Simulation::updatePosition(): 0.0000008300s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0026174410s
void Simulation::updateVelocity(): 0.0026274520s
void Simulation::updatePosition(): 0.0000008400s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0026513920s
void Simulation::updateVelocity(): 0.0025960010s
void Simulation::updatePosition(): 0.0000008400s
void Simulation::preventMoveAgainstForce(): 0.0000002700s
void Simulation::step(): 0.0026171510s
void Simulation::updateVelocity(): 0.0026438060s
void Simulation::updatePosition(): 0.0000010800s
void Simulation::preventMoveAgainstForce(): 0.0000002700s
void Simulation::step(): 0.0026791470s
void Simulation::updateVelocity(): 0.0031909100s
void Simulation::updatePosition(): 0.0000008600s
void Simulation::preventMoveAgainstForce(): 0.0000002700s
void Simulation::step(): 0.0032160710s
void Simulation::updateVelocity(): 0.0028633250s
void Simulation::updatePosition(): 0.0000007800s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0028898450s
void Simulation::updateVelocity(): 0.0027398530s
void Simulation::updatePosition(): 0.0000007900s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0027658030s
void Simulation::updateVelocity(): 0.0028094750s
void Simulation::updatePosition(): 0.0000008700s
void Simulation::preventMoveAgainstForce(): 0.0000003100s
void Simulation::step(): 0.0028356050s
void Simulation::updateVelocity(): 0.0027342530s
void Simulation::updatePosition(): 0.0000007900s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0027558630s
void Simulation::updateVelocity(): 0.0028276850s
void Simulation::updatePosition(): 0.0000007800s
void Simulation::preventMoveAgainstForce(): 0.0000002500s
void Simulation::step(): 0.0028532650s
void Simulation::updateVelocity(): 0.0027266030s
void Simulation::updatePosition(): 0.0000007800s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0027514730s
void Simulation::updateVelocity(): 0.0026939830s
void Simulation::updatePosition(): 0.0000008000s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0027176030s
void Simulation::updateVelocity(): 0.0027423930s
void Simulation::updatePosition(): 0.0000007810s
void Simulation::preventMoveAgainstForce(): 0.0000002600s
void Simulation::step(): 0.0027686540s
void Simulation::updateVelocity(): 0.0027088520s
void Simulation::updatePosition(): 0.0000007600s
void Simulation::preventMoveAgainstForce(): 0.0000002500s
void Simulation::step(): 0.0027311430s
void Simulation::updateVelocity(): 0.0030684290s
void Simulation::updatePosition(): 0.0000010000s
void Simulation::preventMoveAgainstForce(): 0.0000002800s
void Simulation::step(): 0.0031043000s
void Simulation::updateVelocity(): 0.0029273760s
void Simulation::updatePosition(): 0.0000008800s
void Simulation::preventMoveAgainstForce(): 0.0000004200s
void Simulation::step(): 0.0029531960s
void Simulation::updateVelocity(): 0.0027804640s
void Simulation::updatePosition(): 0.0000007900s
void Simulation::preventMoveAgainstForce(): 0.0000004500s
void Simulation::step(): 0.0028026040s
void Simulation::pairDistribution(double *histogram, int size, double coef): 0.0002314340s
double Simulation::Ekin(): 0.0000003300s
double Simulation::minDistance(int idx): 0.0000002500s
double Simulation::minDistance(int idx): 0.0000002300s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002500s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002300s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002300s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002300s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002300s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002300s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002300s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002500s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000005100s
double Simulation::minDistance(int idx): 0.0000003500s
double Simulation::minDistance(int idx): 0.0000003700s
double Simulation::minDistance(int idx): 0.0000003700s
double Simulation::minDistance(int idx): 0.0000003800s
double Simulation::minDistance(int idx): 0.0000003400s
double Simulation::minDistance(int idx): 0.0000003300s
double Simulation::minDistance(int idx): 0.0000003700s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002300s
double Simulation::minDistance(int idx): 0.0000002400s
double Simulation::minDistance(int idx): 0.0000002400s
